GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,24 [19-28.9],24.00000,19.00000,28.90000,,,Projected from surveys completed prior to 2020.
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,29.5 [23.3-35.7],29.50000,23.30000,35.70000,,,Projected from surveys completed prior to 2020.
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,18.8 [15-22.7],18.80000,15.00000,22.70000,,,Projected from surveys completed prior to 2020.
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,24.5,24.50000,,,,,Projected from surveys completed prior to 2020.
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,29.4,29.40000,,,,,Projected from surveys completed prior to 2020.
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,19.6,19.60000,,,,,Projected from surveys completed prior to 2020.
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,23.15,23.15000,,,,,Projected from surveys completed prior to 2020.
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,26.7,26.70000,,,,,Projected from surveys completed prior to 2020.
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,19.6,19.60000,,,,,Projected from surveys completed prior to 2020.
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,BTSX,Both sexes,,34,34.00000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,MLE,Male,,39.6,39.60000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,FMLE,Female,,28.4,28.40000,,,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,BTSX,Both sexes,,33.5 [25.9-41.1],33.50000,25.90000,41.10000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,MLE,Male,,39.8 [30.8-48.8],39.80000,30.80000,48.80000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,FMLE,Female,,27.7 [21.5-34],27.70000,21.50000,34.00000,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,BTSX,Both sexes,,34,34.00000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,MLE,Male,,39.6,39.60000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,2000,2000,Argentina,,FMLE,Female,,28.4,28.40000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,BTSX,Both sexes,,31.5,31.50000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,MLE,Male,,36.9,36.90000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,FMLE,Female,,26,26.00000,,,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,BTSX,Both sexes,,30.8 [25.1-36.6],30.80000,25.10000,36.60000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,MLE,Male,,37 [29.7-44.3],37.00000,29.70000,44.30000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,FMLE,Female,,25.2 [20.9-29.5],25.20000,20.90000,29.50000,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,BTSX,Both sexes,,31.5,31.50000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,MLE,Male,,36.9,36.90000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2005,2005,,AMR,Americas,,ARG,2005,2005,Argentina,,FMLE,Female,,26,26.00000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,BTSX,Both sexes,,28.9,28.90000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,MLE,Male,,34.2,34.20000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,FMLE,Female,,23.6,23.60000,,,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,BTSX,Both sexes,,28.3 [23.2-33.4],28.30000,23.20000,33.40000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,MLE,Male,,34.2 [28-40.4],34.20000,28.00000,40.40000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,FMLE,Female,,22.8 [18.7-27],22.80000,18.70000,27.00000,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,BTSX,Both sexes,,28.9,28.90000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,MLE,Male,,34.2,34.20000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,FMLE,Female,,23.6,23.60000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,BTSX,Both sexes,,26.6,26.60000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,MLE,Male,,31.7,31.70000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,FMLE,Female,,21.5,21.50000,,,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,BTSX,Both sexes,,26 [21.1-30.9],26.00000,21.10000,30.90000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,MLE,Male,,31.7 [25.6-37.7],31.70000,25.60000,37.70000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,FMLE,Female,,20.8 [17-24.6],20.80000,17.00000,24.60000,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,BTSX,Both sexes,,26.6,26.60000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,MLE,Male,,31.7,31.70000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ARG,2015,2015,Argentina,,FMLE,Female,,21.5,21.50000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,24.9,24.90000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,30.3,30.30000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,20.3,20.30000,,,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,24.7 [19.6-29.8],24.70000,19.60000,29.80000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,30.3 [23.7-37],30.30000,23.70000,37.00000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,19.5 [15.9-23.2],19.50000,15.90000,23.20000,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,25.3,25.30000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,30.3,30.30000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,20.3,20.30000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,BTSX,Both sexes,,24.9,24.90000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,MLE,Male,,29.8,29.80000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,FMLE,Female,,19.9,19.90000,,,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,BTSX,Both sexes,,24.3 [19.3-29.4],24.30000,19.30000,29.40000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,MLE,Male,,30 [23.7-36.2],30.00000,23.70000,36.20000,,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5585,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,FMLE,Female,,19.1 [15.1-23.2],19.10000,15.10000,23.20000,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,BTSX,Both sexes,,24.9,24.90000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,MLE,Male,,29.8,29.80000,,,,,
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346,PUBLISHED,Published,,2019,2019,,AMR,Americas,,ARG,2019,2019,Argentina,,FMLE,Female,,19.9,19.90000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2023,2023,,AMR,Americas,,ARG,2023,2023,Argentina,,BTSX,Both sexes,,23.3,23.30000,,,,,Projected from surveys completed prior to 2020.
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2023,2023,,AMR,Americas,,ARG,2023,2023,Argentina,,MLE,Male,,28.1,28.10000,,,,,Projected from surveys completed prior to 2020.
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2023,2023,,AMR,Americas,,ARG,2023,2023,Argentina,,FMLE,Female,,18.5,18.50000,,,,,Projected from surveys completed prior to 2020.
